index,rating,llama3:70b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology,FP_FN_count
205,False,FP,mall,services.mysql.ports.in,document/docker/docker-compose-env.yml,3306,PORT,docker-compose,services.mysql.ports.out,3306,document/docker/docker-compose-env.yml,PORT,docker-compose,1
208,False,FP,mall,project.parent_mall.version,mall-portal/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-security/pom.xml,VERSION_NUMBER,maven,3
212,False,FP,mall,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,mall-common/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,mall-demo/pom.xml,NAME,maven,2
218,False,FP,mall,project.parent_mall.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.dependencies.dependency_mall-security.groupId,com.macro.mall,mall-portal/pom.xml,NAME,maven,1
219,True,FN,mall,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-search/pom.xml,NAME,maven,2
223,True,FN,mall,project.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.parent_mall.groupId,com.macro.mall,mall-mbg/pom.xml,NAME,maven,3
224,False,FP,mall,project.dependencyManagement.dependencies.dependency_swagger-annotations.groupId,pom.xml,io.swagger,NAME,maven,project.dependencyManagement.dependencies.dependency_swagger-models.groupId,io.swagger,pom.xml,NAME,maven,2
226,False,FP,mall,project.parent_mall.version,mall-demo/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,pom.xml,VERSION_NUMBER,maven,4
227,False,FP,mall,services.mall-admin.volumes,document/docker/docker-compose-app.yml,/etc/localtime:/etc/localtime,UNKNOWN,docker-compose,services.mall-search.volumes,/etc/localtime:/etc/localtime,document/docker/docker-compose-app.yml,UNKNOWN,docker-compose,2
232,False,FP,mall,services.minio.ports.in,document/docker/docker-compose-env.yml,9001,PORT,docker-compose,services.minio.ports.out,9001,document/docker/docker-compose-env.yml,PORT,docker-compose,2
233,False,FP,mall,spring.datasource.password,mall-search/src/main/resources/application-dev.yml,root,PASSWORD,spring,spring.datasource.username,root,mall-search/src/main/resources/application-dev.yml,USERNAME,spring,2
234,True,FN,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,project.parent_mall.artifactId,mall,mall-portal/pom.xml,NAME,maven,2
237,False,FP,mall,services.elasticsearch.ports.in,document/docker/docker-compose-env.yml,9200,PORT,docker-compose,services.elasticsearch.ports.out,9200,document/docker/docker-compose-env.yml,PORT,docker-compose,2
241,True,FN,mall,project.artifactId,mall-search/pom.xml,mall-search,NAME,maven,project.modules.module,mall-search,pom.xml,NAME,maven,2
245,False,FP,mall,project.parent_mall.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-portal/pom.xml,VERSION_NUMBER,maven,1
249,False,FP,mall,services.mall-portal.container_name,document/docker/docker-compose-app.yml,mall-portal,NAME,docker-compose,project.name,mall-portal,mall-portal/pom.xml,NAME,maven,2
255,False,FP,music-website,project.dependencies.dependency_spring-boot-devtools.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven,1
293,True,FN,music-website,services.db.environment.MYSQL_PASSWORD,music-server/docker-server/docker-compose.yml,123456,PASSWORD,docker-compose,spring.datasource.password,123456,music-server/src/main/resources/application-prod.properties,PASSWORD,spring,2
309,False,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,statistics-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,statistics-service/pom.xml,NAME,maven,2
312,True,FN,piggymetrics,project.modules.module,pom.xml,statistics-service,NAME,maven,project.artifactId,statistics-service,statistics-service/pom.xml,NAME,maven,1
313,True,FN,piggymetrics,project.parent_piggymetrics.artifactId,monitoring/pom.xml,piggymetrics,NAME,maven,project.parent_piggymetrics.artifactId,piggymetrics,notification-service/pom.xml,NAME,maven,1
315,True,FN,piggymetrics,project.modules.module,pom.xml,turbine-stream-service,NAME,maven,project.artifactId,turbine-stream-service,turbine-stream-service/pom.xml,NAME,maven,1
316,False,FP,piggymetrics,CMD.param0,monitoring/Dockerfile,java,UNKNOWN,docker,CMD.param0,java,notification-service/Dockerfile,UNKNOWN,docker,3
317,True,FN,piggymetrics,services.rabbitmq.ports.in,docker-compose.dev.yml,5672,PORT,docker-compose,services.rabbitmq.ports.out,5672,docker-compose.dev.yml,PORT,docker-compose,3
318,False,FP,piggymetrics,FROM,monitoring/Dockerfile,java:8-jre,UNKNOWN,docker,FROM,java:8-jre,statistics-service/Dockerfile,UNKNOWN,docker,2
320,False,FP,piggymetrics,services.account-mongodb.image,docker-compose.yml,sqshq/piggymetrics-mongodb,IMAGE,docker-compose,services.statistics-mongodb.image,sqshq/piggymetrics-mongodb,docker-compose.yml,IMAGE,docker-compose,2
326,True,FN,piggymetrics,services.registry.ports.out,docker-compose.yml,8761,PORT,docker-compose,EXPOSE,8761,registry/Dockerfile,PORT,docker,2
333,False,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,registry/pom.xml,${project.name},NAME,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,${project.name},turbine-stream-service/pom.xml,NAME,maven,2
334,False,FP,piggymetrics,project.version,gateway/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,monitoring/pom.xml,VERSION_NUMBER,maven,3
335,False,FP,piggymetrics,project.parent_piggymetrics.artifactId,monitoring/pom.xml,piggymetrics,NAME,maven,project.name,piggymetrics,pom.xml,NAME,maven,1
337,False,FP,piggymetrics,FROM,auth-service/Dockerfile,java:8-jre,UNKNOWN,docker,FROM,java:8-jre,statistics-service/Dockerfile,UNKNOWN,docker,3
339,True,FN,piggymetrics,services.account-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose.yml,$CONFIG_SERVICE_PASSWORD,PASSWORD,docker-compose,services.auth-service.environment.CONFIG_SERVICE_PASSWORD,$CONFIG_SERVICE_PASSWORD,docker-compose.yml,PASSWORD,docker-compose,1
340,True,FN,piggymetrics,project.parent_piggymetrics.groupId,config/pom.xml,com.piggymetrics,NAME,maven,project.parent_piggymetrics.groupId,com.piggymetrics,notification-service/pom.xml,NAME,maven,2
341,True,FN,piggymetrics,project.modelVersion,monitoring/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,turbine-stream-service/pom.xml,VERSION_NUMBER,maven,2
343,False,FP,piggymetrics,project.artifactId,auth-service/pom.xml,auth-service,NAME,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,auth-service,auth-service/pom.xml,NAME,maven,3
345,True,FN,piggymetrics,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,account-service/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,org.springframework.cloud,statistics-service/pom.xml,NAME,maven,1
346,True,FN,piggymetrics,project.parent_piggymetrics.artifactId,registry/pom.xml,piggymetrics,NAME,maven,project.parent_piggymetrics.artifactId,piggymetrics,statistics-service/pom.xml,NAME,maven,2
349,False,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,auth-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,auth-service/pom.xml,NAME,maven,2
353,True,FN,pig,project.modelVersion,pig-common/pig-common-core/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pig-register/pom.xml,VERSION_NUMBER,maven,2
356,True,FN,pig,project.parent_pig.groupId,pig-upms/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven,3
375,True,FN,pig,project.dependencies.dependency_caffeine.artifactId,pig-common/pig-common-feign/pom.xml,caffeine,NAME,maven,project.dependencies.dependency_caffeine.artifactId,caffeine,pig-gateway/pom.xml,NAME,maven,2
382,True,FN,pig,project.artifactId,pig-common/pig-common-swagger/pom.xml,pig-common-swagger,NAME,maven,project.dependencies.dependency_pig-common-swagger.artifactId,pig-common-swagger,pig-visual/pig-quartz/pom.xml,NAME,maven,1
386,False,FP,pig,ENV.TZ,pig-auth/Dockerfile,Asia,ENVIRONMENT,docker,ENV.TZ,Asia,pig-visual/pig-quartz/Dockerfile,ENVIRONMENT,docker,3
389,True,FN,pig,project.modelVersion,pig-common/pig-common-feign/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pig-common/pig-common-security/pom.xml,VERSION_NUMBER,maven,1
391,False,FP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven,2
393,False,FP,pig,project.packaging,pig-common/pig-common-feign/pom.xml,jar,TYPE,maven,project.packaging,jar,pig-common/pig-common-mybatis/pom.xml,TYPE,maven,2
394,False,FP,pig,FROM,pig-boot/Dockerfile,registry.cn-hangzhou.aliyuncs.com/dockerhub_mirror/java:21-anolis,UNKNOWN,docker,FROM,registry.cn-hangzhou.aliyuncs.com/dockerhub_mirror/java:21-anolis,pig-visual/pig-monitor/Dockerfile,UNKNOWN,docker,3
395,False,FP,pig,project.dependencies.dependency_pig-common-swagger.groupId,pig-boot/pom.xml,com.pig4cloud,NAME,maven,project.parent_pig-common.groupId,com.pig4cloud,pig-common/pig-common-oss/pom.xml,NAME,maven,2
397,False,FP,pig,project.parent_pig-common.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.groupId,com.pig4cloud,pom.xml,NAME,maven,3
398,False,FP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-feign/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven,2
401,True,FN,spring-boot-admin,project.dependencyManagement.dependencies.dependency_spring-boot-admin-server.groupId,spring-boot-admin-dependencies/pom.xml,de.codecentric,NAME,maven,project.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,spring-boot-admin-starter-server/pom.xml,NAME,maven,1
403,True,FN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-security.groupId,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,spring-boot-admin-samples/spring-boot-admin-sample-servlet/pom.xml,NAME,maven,2
408,False,FP,spring-boot-admin,management.endpoints.web.path-mapping.health,spring-boot-admin-samples/spring-boot-admin-sample-consul/src/main/resources/application.yml,/ping,PATH,spring,spring.cloud.consul.discovery.metadata.health-path,/ping,spring-boot-admin-samples/spring-boot-admin-sample-consul/src/main/resources/application.yml,PATH,spring,2
414,True,FN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.groupId,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,spring-boot-admin-server-ui/pom.xml,NAME,maven,3
418,True,FN,spring-boot-admin,project.parent_spring-boot-admin-samples.relativePath,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,..,PATH,maven,project.parent_spring-boot-admin-samples.relativePath,..,spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml,PATH,maven,1
419,True,FN,spring-boot-admin,project.dependencies.dependency_lombok.artifactId,spring-boot-admin-client/pom.xml,lombok,NAME,maven,project.dependencies.dependency_lombok.artifactId,lombok,spring-boot-admin-server/pom.xml,NAME,maven,3
426,False,FP,spring-boot-admin,project.parent_spring-boot-admin.groupId,spring-boot-admin-dependencies/pom.xml,de.codecentric,NAME,maven,project.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,spring-boot-admin-starter-server/pom.xml,NAME,maven,2
434,True,FN,spring-boot-admin,project.dependencies.dependency_reactor-test.groupId,spring-boot-admin-server-cloud/pom.xml,io.projectreactor,NAME,maven,project.dependencies.dependency_reactor-test.groupId,io.projectreactor,spring-boot-admin-server/pom.xml,NAME,maven,1
