index,rating,llama3:8b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology,FP_FN_count
46,False,FP,apollo,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,apollo-assembly/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-actuator.groupId,org.springframework.boot,apollo-common/pom.xml,NAME,maven,2
48,False,FP,apollo,project.dependencies.dependency_apollo-audit-spring-boot-starter.groupId,apollo-biz/pom.xml,com.ctrip.framework.apollo,NAME,maven,project.dependencyManagement.dependencies.dependency_apollo-adminservice.groupId,com.ctrip.framework.apollo,pom.xml,NAME,maven,2
49,False,FP,apollo,project.dependencies.dependency_spring-boot-starter-actuator.groupId,apollo-common/pom.xml,org.springframework.boot,NAME,maven,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,org.springframework.boot,apollo-portal/pom.xml,NAME,maven,2
54,False,FP,jetlinks-community,project.dependencies.dependency_protocol-component.groupId,jetlinks-manager/network-manager/pom.xml,org.jetlinks.community,NAME,maven,project.dependencies.dependency_tdengine-component.groupId,org.jetlinks.community,jetlinks-standalone/pom.xml,NAME,maven,1
57,True,FN,jetlinks-community,project.artifactId,jetlinks-components/pom.xml,jetlinks-components,NAME,maven,project.parent_jetlinks-components.artifactId,jetlinks-components,jetlinks-components/relation-component/pom.xml,NAME,maven,3
58,True,FN,jetlinks-community,services.elasticsearch.ports.in,docker/dev-env/docker-compose.yml,9300,PORT,docker-compose,services.elasticsearch.ports.out,9300,docker/dev-env/docker-compose.yml,PORT,docker-compose,3
64,False,FP,jetlinks-community,project.dependencies.dependency_timeseries-component.groupId,jetlinks-components/configure-component/pom.xml,org.jetlinks.community,NAME,maven,project.parent_notify-component.groupId,org.jetlinks.community,jetlinks-components/notify-component/notify-email/pom.xml,NAME,maven,1
66,False,FP,jetlinks-community,project.dependencies.dependency_gateway-component.version,jetlinks-components/network-component/mqtt-component/pom.xml,gateway-component:${project.version},VERSION_NUMBER,maven,project.dependencies.dependency_gateway-component.version,gateway-component:${project.version},jetlinks-standalone/pom.xml,VERSION_NUMBER,maven,4
73,False,FP,jetlinks-community,project.dependencies.dependency_vertx-core.groupId,jetlinks-components/network-component/mqtt-component/pom.xml,io.vertx,NAME,maven,project.dependencies.dependency_vertx-mqtt.groupId,io.vertx,jetlinks-components/network-component/mqtt-component/pom.xml,NAME,maven,3
75,True,FN,jetlinks-community,project.parent_jetlinks-manager.artifactId,jetlinks-manager/authentication-manager/pom.xml,jetlinks-manager,NAME,maven,project.modules.module,jetlinks-manager,pom.xml,NAME,maven,4
76,False,FP,jetlinks-community,project.dependencies.dependency_gateway-component.groupId,jetlinks-components/logging-component/pom.xml,org.jetlinks.community,NAME,maven,project.groupId,org.jetlinks.community,pom.xml,NAME,maven,4
77,False,FP,jetlinks-community,project.dependencies.dependency_cron-utils.scope,jetlinks-components/common-component/pom.xml,compile,UNKNOWN,maven,project.build.plugins.plugin_gmavenplus-plugin.executions.execution.goals.goal_compile,compile,pom.xml,UNKNOWN,maven,1
78,False,FP,jetlinks-community,project.parent_jetlinks-components.relativePath,jetlinks-components/network-component/pom.xml,../pom.xml,PATH,maven,project.parent_network-component.relativePath,../pom.xml,jetlinks-components/network-component/tcp-component/pom.xml,PATH,maven,2
79,False,FP,jetlinks-community,project.dependencies.dependency_script-component.groupId,jetlinks-manager/device-manager/pom.xml,org.jetlinks.community,NAME,maven,project.dependencies.dependency_protocol-component.groupId,org.jetlinks.community,jetlinks-manager/network-manager/pom.xml,NAME,maven,1
80,False,FP,jetlinks-community,project.parent_jetlinks-components.version,jetlinks-components/gateway-component/pom.xml,version:2.2.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_notify-component.version,version:2.2.0-SNAPSHOT,jetlinks-components/notify-component/notify-email/pom.xml,VERSION_NUMBER,maven,3
82,False,FP,jetlinks-community,project.dependencies.dependency_jetlinks-core.groupId,jetlinks-components/gateway-component/pom.xml,org.jetlinks,NAME,maven,project.dependencies.dependency_reactor-ql.groupId,org.jetlinks,jetlinks-components/relation-component/pom.xml,NAME,maven,2
85,False,FP,jetlinks-community,project.dependencies.dependency_hsweb-commons-crud.groupId,jetlinks-components/elasticsearch-component/pom.xml,org.hswebframework.web,NAME,maven,project.dependencies.dependency_hsweb-starter.groupId,org.hswebframework.web,jetlinks-manager/authentication-manager/pom.xml,NAME,maven,2
87,False,FP,jetlinks-community,project.parent_notify-component.version,jetlinks-components/notify-component/notify-voice/pom.xml,version:2.2.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_jetlinks-manager.version,version:2.2.0-SNAPSHOT,jetlinks-manager/notify-manager/pom.xml,VERSION_NUMBER,maven,3
89,True,FN,jetlinks-community,project.modelVersion,jetlinks-components/notify-component/notify-sms/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,jetlinks-components/rule-engine-component/pom.xml,VERSION_NUMBER,maven,3
94,True,FN,jetlinks-community,project.parent_jetlinks-manager.version,jetlinks-manager/device-manager/pom.xml,version:2.2.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_jetlinks-manager.version,version:2.2.0-SNAPSHOT,jetlinks-manager/network-manager/pom.xml,VERSION_NUMBER,maven,2
95,False,FP,jetlinks-community,project.parent_jetlinks-components.groupId,jetlinks-components/script-component/pom.xml,org.jetlinks.community,NAME,maven,project.dependencies.dependency_common-component.groupId,org.jetlinks.community,jetlinks-components/things-component/pom.xml,NAME,maven,2
97,False,FP,jetlinks-community,project.dependencies.dependency_relation-component.groupId,jetlinks-components/notify-component/notify-core/pom.xml,org.jetlinks.community,NAME,maven,project.parent_jetlinks-manager.groupId,org.jetlinks.community,jetlinks-manager/logging-manager/pom.xml,NAME,maven,2
101,True,FN,litemall,COPY.src,docker/litemall/Dockerfile,litemall.jar,PATH,docker,ENTRYPOINT.param3,litemall.jar,docker/litemall/Dockerfile,PATH,docker,1
107,False,FP,litemall,project.dependencies.dependency_litemall-db.groupId,litemall-admin-api/pom.xml,org.linlinjava,NAME,maven,project.dependencies.dependency_litemall-wx-api.groupId,org.linlinjava,litemall-all-war/pom.xml,NAME,maven,3
108,False,FP,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,litemall-all/pom.xml,TRUE,BOOLEAN,maven,project.build.plugins.plugin_mybatis-generator-maven-plugin.configuration.overwrite,TRUE,litemall-db/pom.xml,BOOLEAN,maven,1
112,True,FN,litemall,project.dependencies.dependency_weixin-java-pay.artifactId,litemall-core/pom.xml,weixin-java-pay,NAME,maven,project.dependencyManagement.dependencies.dependency_weixin-java-pay.artifactId,weixin-java-pay,pom.xml,NAME,maven,2
116,False,FP,litemall,project.dependencies.dependency_weixin-java-miniapp.groupId,litemall-core/pom.xml,com.github.binarywang,NAME,maven,project.dependencies.dependency_weixin-java-pay.exclusions.exclusion_qrcode-utils.groupId,com.github.binarywang,litemall-wx-api/pom.xml,NAME,maven,1
123,True,FN,litemall,dependencies.js-cookie,litemall-admin/package.json,js-cookie:2.2.0,VERSION_NUMBER,nodejs,dependencies.js-cookie,js-cookie:2.2.0,litemall-vue/package.json,VERSION_NUMBER,nodejs,2
124,False,FP,litemall,services.litemall.container_name,docker/docker-compose.yml,litemall,NAME,docker-compose,project.parent_litemall.artifactId,litemall,litemall-core/pom.xml,NAME,maven,1
129,False,FP,litemall,project.packaging,litemall-core/pom.xml,jar,TYPE,maven,project.packaging,jar,litemall-wx-api/pom.xml,TYPE,maven,2
134,False,FP,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.goals.goal_copy-resources,litemall-all/pom.xml,copy-resources,VERSION_NUMBER,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,copy-resources,litemall-all/pom.xml,ID,maven,2
135,False,FP,litemall,project.dependencies.dependency_springfox-swagger-ui.groupId,litemall-admin-api/pom.xml,io.springfox,NAME,maven,project.dependencyManagement.dependencies.dependency_springfox-swagger2.groupId,io.springfox,pom.xml,NAME,maven,2
139,False,FP,litemall,project.packaging,litemall-all/pom.xml,jar,TYPE,maven,project.packaging,jar,litemall-core/pom.xml,TYPE,maven,2
140,False,FP,litemall,project.dependencies.dependency_mockito-core.scope,pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_powermock-api-mockito.scope,test,pom.xml,UNKNOWN,maven,1
143,False,FP,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,litemall-all-war/pom.xml,copy-resources,ID,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,copy-resources,litemall-all/pom.xml,ID,maven,2
150,True,FN,mall-swarm,project.groupId,mall-common/pom.xml,com.macro.mall,NAME,maven,project.parent_mall-swarm.groupId,com.macro.mall,mall-portal/pom.xml,NAME,maven,2
152,True,FN,mall-swarm,project.parent_mall-swarm.groupId,mall-demo/pom.xml,com.macro.mall,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,pom.xml,NAME,maven,3
154,False,FP,mall-swarm,project.parent_mall-swarm.version,mall-gateway/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-mbg/pom.xml,VERSION_NUMBER,maven,3
158,True,FN,mall-swarm,project.parent_mall-swarm.groupId,mall-mbg/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-portal/pom.xml,NAME,maven,3
161,True,FN,mall-swarm,project.parent_mall-swarm.artifactId,mall-admin/pom.xml,mall-swarm,NAME,maven,project.parent_mall-swarm.artifactId,mall-swarm,mall-demo/pom.xml,NAME,maven,3
163,True,FN,mall-swarm,project.artifactId,mall-portal/pom.xml,mall-portal,NAME,maven,project.modules.module,mall-portal,pom.xml,NAME,maven,3
165,True,FN,mall-swarm,project.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.parent_mall-swarm.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven,3
166,False,FP,mall-swarm,spring.mvc.pathmatch.matching-strategy,mall-admin/src/main/resources/application.yml,ant_path_matcher,PATH,spring,spring.mvc.pathmatch.matching-strategy,ant_path_matcher,mall-portal/src/main/resources/application.yml,PATH,spring,2
167,False,FP,mall-swarm,services.mall-admin.environment.TZ,document/docker/docker-compose-app.yml,"""Asia/Shanghai""",ENVIRONMENT,docker-compose,services.mall-portal.environment.TZ,"""Asia/Shanghai""",document/docker/docker-compose-app.yml,ENVIRONMENT,docker-compose,3
169,False,FP,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-monitor/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven,1
172,False,FP,mall-swarm,project.version,mall-search/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,pom.xml,VERSION_NUMBER,maven,4
173,True,FN,mall-swarm,project.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-search/pom.xml,NAME,maven,1
175,False,FP,mall-swarm,spring.mvc.pathmatch.matching-strategy,mall-auth/src/main/resources/application.yml,ant_path_matcher,PATH,spring,spring.mvc.pathmatch.matching-strategy,ant_path_matcher,mall-portal/src/main/resources/application.yml,PATH,spring,1
177,False,FP,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-admin/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven,2
179,True,FN,mall-swarm,project.parent_mall-swarm.version,mall-admin/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-gateway/pom.xml,VERSION_NUMBER,maven,1
188,False,FP,mall-swarm,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,mall-gateway/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-data-mongodb.groupId,org.springframework.boot,mall-portal/pom.xml,NAME,maven,1
189,False,FP,mall-swarm,project.version,mall-demo/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,mall-monitor/pom.xml,VERSION_NUMBER,maven,3
190,False,FP,mall-swarm,project.dependencyManagement.dependencies.dependency_spring-cloud-alibaba-dependencies.type,pom.xml,pom,TYPE,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.type,pom,pom.xml,TYPE,maven,2
192,True,FN,mall-swarm,project.artifactId,mall-portal/pom.xml,mall-portal,NAME,maven,project.modules.module,mall-portal,pom.xml,NAME,maven,3
195,False,FP,mall-swarm,services.mysql.environment.MYSQL_ROOT_PASSWORD,document/docker/docker-compose-env.yml,root,PASSWORD,docker-compose,spring.datasource.username,root,mall-admin/src/main/resources/application.yml,USERNAME,spring,1
196,True,FN,mall-swarm,project.groupId,mall-auth/pom.xml,com.macro.mall,NAME,maven,project.dependencies.dependency_mall-common.groupId,com.macro.mall,mall-gateway/pom.xml,NAME,maven,3
198,False,FP,mall-swarm,minio.bucketName,mall-admin/src/main/resources/application.yml,mall,UNKNOWN,spring,redis.database,mall,mall-portal/src/main/resources/application.yml,NAME,spring,1
200,False,FP,mall,logging.level.com.macro.mall,mall-portal/src/main/resources/application-dev.yml,debug,UNKNOWN,spring,logging.level.com.macro.mall,debug,mall-search/src/main/resources/application-dev.yml,UNKNOWN,spring,1
201,False,FP,mall,spring.redis.port,mall-portal/src/main/resources/application-dev.yml,6379,PORT,spring,spring.redis.port,6379,mall-portal/src/main/resources/application-prod.yml,PORT,spring,2
202,True,FN,mall,ADD.src,document/sh/Dockerfile,mall-admin-1.0-SNAPSHOT.jar,PATH,docker,ENTRYPOINT.param2,mall-admin-1.0-SNAPSHOT.jar,document/sh/Dockerfile,UNKNOWN,docker,2
204,False,FP,mall,project.parent_mall.groupId,mall-portal/pom.xml,com.macro.mall,NAME,maven,project.groupId,com.macro.mall,mall-security/pom.xml,NAME,maven,3
206,False,FP,mall,minio.bucketName,mall-admin/src/main/resources/application-dev.yml,mall,UNKNOWN,spring,project.artifactId,mall,pom.xml,NAME,maven,1
207,False,FP,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,redis.database,mall,mall-admin/src/main/resources/application.yml,NAME,spring,1
208,False,FP,mall,project.parent_mall.version,mall-portal/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,mall-security/pom.xml,VERSION_NUMBER,maven,3
212,False,FP,mall,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,mall-common/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,mall-demo/pom.xml,NAME,maven,2
217,False,FP,mall,server.port,mall-portal/src/main/resources/application-dev.yml,8085,PORT,spring,server.port,8085,mall-portal/src/main/resources/application-prod.yml,PORT,spring,1
219,True,FN,mall,project.artifactId,mall-mbg/pom.xml,mall-mbg,NAME,maven,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,mall-search/pom.xml,NAME,maven,2
223,True,FN,mall,project.groupId,mall-admin/pom.xml,com.macro.mall,NAME,maven,project.parent_mall.groupId,com.macro.mall,mall-mbg/pom.xml,NAME,maven,3
224,False,FP,mall,project.dependencyManagement.dependencies.dependency_swagger-annotations.groupId,pom.xml,io.swagger,NAME,maven,project.dependencyManagement.dependencies.dependency_swagger-models.groupId,io.swagger,pom.xml,NAME,maven,2
225,False,FP,mall,spring.datasource.druid.stat-view-servlet.login-password,mall-admin/src/main/resources/application-dev.yml,druid,VERSION_NUMBER,spring,spring.datasource.druid.stat-view-servlet.login-password,druid,mall-admin/src/main/resources/application-prod.yml,VERSION_NUMBER,spring,1
226,False,FP,mall,project.parent_mall.version,mall-demo/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.version,version:1.0-SNAPSHOT,pom.xml,VERSION_NUMBER,maven,4
227,False,FP,mall,services.mall-admin.volumes,document/docker/docker-compose-app.yml,/etc/localtime:/etc/localtime,UNKNOWN,docker-compose,services.mall-search.volumes,/etc/localtime:/etc/localtime,document/docker/docker-compose-app.yml,UNKNOWN,docker-compose,2
232,False,FP,mall,services.minio.ports.in,document/docker/docker-compose-env.yml,9001,PORT,docker-compose,services.minio.ports.out,9001,document/docker/docker-compose-env.yml,PORT,docker-compose,2
233,False,FP,mall,spring.datasource.password,mall-search/src/main/resources/application-dev.yml,root,PASSWORD,spring,spring.datasource.username,root,mall-search/src/main/resources/application-dev.yml,USERNAME,spring,2
234,True,FN,mall,project.parent_mall.artifactId,mall-admin/pom.xml,mall,NAME,maven,project.parent_mall.artifactId,mall,mall-portal/pom.xml,NAME,maven,2
237,False,FP,mall,services.elasticsearch.ports.in,document/docker/docker-compose-env.yml,9200,PORT,docker-compose,services.elasticsearch.ports.out,9200,document/docker/docker-compose-env.yml,PORT,docker-compose,2
238,True,FN,mall,ADD.src,document/sh/Dockerfile,mall-admin-1.0-SNAPSHOT.jar,PATH,docker,ENTRYPOINT.param2,mall-admin-1.0-SNAPSHOT.jar,document/sh/Dockerfile,UNKNOWN,docker,1
239,True,FN,mall,project.dependencies.dependency_jjwt.artifactId,mall-security/pom.xml,jjwt,NAME,maven,project.dependencyManagement.dependencies.dependency_jjwt.artifactId,jjwt,pom.xml,NAME,maven,1
240,True,FN,mall,project.parent_mall.groupId,mall-common/pom.xml,com.macro.mall,NAME,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,pom.xml,NAME,maven,2
241,True,FN,mall,project.artifactId,mall-search/pom.xml,mall-search,NAME,maven,project.modules.module,mall-search,pom.xml,NAME,maven,2
246,False,FP,mall,services.logstash.container_name,document/docker/docker-compose-env.yml,logstash,NAME,docker-compose,logstash.host,logstash,mall-portal/src/main/resources/application-prod.yml,URL,spring,1
249,False,FP,mall,services.mall-portal.container_name,document/docker/docker-compose-app.yml,mall-portal,NAME,docker-compose,project.name,mall-portal,mall-portal/pom.xml,NAME,maven,2
251,True,FN,music-website,project.properties.java.version,music-server/pom.xml,1.8,VERSION_NUMBER,maven,project.properties.maven.compiler.source,1.8,music-server/pom.xml,VERSION_NUMBER,maven,2
252,False,FP,music-website,minio.access-key,music-server/src/main/resources/application-dev.properties,root,UNKNOWN,spring,spring.datasource.username,root,music-server/src/main/resources/application-prod.properties,USERNAME,spring,1
261,False,FP,music-website,spring.datasource.username,music-server/src/main/resources/application-dev.properties,root,USERNAME,spring,spring.datasource.username,root,music-server/src/main/resources/application-prod.properties,USERNAME,spring,2
264,False,FP,music-website,spring.datasource.username,music-server/src/main/resources/application-dev.properties,root,USERNAME,spring,spring.datasource.username,root,music-server/src/main/resources/application-prod.properties,USERNAME,spring,2
268,True,FN,music-website,project.properties.java.version,music-server/pom.xml,1.8,VERSION_NUMBER,maven,project.properties.maven.compiler.source,1.8,music-server/pom.xml,VERSION_NUMBER,maven,1
272,True,FN,music-website,services.web.ports.out,music-server/docker-server/docker-compose.yml,8888,PORT,docker-compose,server.port,8888,music-server/src/main/resources/application.properties,PORT,spring,1
280,False,FP,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,music-server/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-mail.groupId,org.springframework.boot,music-server/pom.xml,NAME,maven,1
289,False,FP,music-website,private,music-manage/package.json,TRUE,BOOLEAN,nodejs,compilerOptions.allowSyntheticDefaultImports,TRUE,music-manage/tsconfig.json,BOOLEAN,tsconfig,1
290,False,FP,music-website,private,music-client/package.json,TRUE,BOOLEAN,nodejs,spring.mail.properties.mail.smtp.auth,TRUE,music-server/src/main/resources/application.yml,BOOLEAN,spring,1
299,False,FP,music-website,compilerOptions.useDefineForClassFields,music-client/tsconfig.json,TRUE,BOOLEAN,tsconfig,compilerOptions.esModuleInterop,TRUE,music-manage/tsconfig.json,BOOLEAN,tsconfig,1
302,False,FP,piggymetrics,project.dependencies.dependency_spring-cloud-starter-oauth2.groupId,account-service/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-sleuth.groupId,org.springframework.cloud,gateway/pom.xml,NAME,maven,1
305,False,FP,piggymetrics,CMD.param2,auth-service/Dockerfile,-jar,UNKNOWN,docker,CMD.param2,-jar,config/Dockerfile,UNKNOWN,docker,1
306,False,FP,piggymetrics,services.config.logging.options.max-size,docker-compose.yml,10m,SIZE,docker-compose,services.statistics-mongodb.logging.options.max-size,10m,docker-compose.yml,SIZE,docker-compose,1
307,False,FP,piggymetrics,project.dependencies.dependency_de.flapdoodle.embed.mongo.scope,auth-service/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,auth-service/pom.xml,UNKNOWN,maven,1
309,False,FP,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,statistics-service/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,statistics-service/pom.xml,NAME,maven,2
310,False,FP,piggymetrics,project.dependencies.dependency_spring-cloud-starter-netflix-hystrix-dashboard.groupId,monitoring/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-netflix-hystrix-stream.groupId,org.springframework.cloud,statistics-service/pom.xml,NAME,maven,2
314,False,FP,piggymetrics,services.config.restart,docker-compose.yml,always,MODE,docker-compose,services.monitoring.restart,always,docker-compose.yml,MODE,docker-compose,1
316,False,FP,piggymetrics,CMD.param0,monitoring/Dockerfile,java,UNKNOWN,docker,CMD.param0,java,notification-service/Dockerfile,UNKNOWN,docker,3
317,True,FN,piggymetrics,services.rabbitmq.ports.in,docker-compose.dev.yml,5672,PORT,docker-compose,services.rabbitmq.ports.out,5672,docker-compose.dev.yml,PORT,docker-compose,3
318,False,FP,piggymetrics,FROM,monitoring/Dockerfile,java:8-jre,UNKNOWN,docker,FROM,java:8-jre,statistics-service/Dockerfile,UNKNOWN,docker,2
319,False,FP,piggymetrics,spring.data.mongodb.database,auth-service/src/test/resources/application.yml,piggymetrics,NAME,spring,project.parent_piggymetrics.artifactId,piggymetrics,notification-service/pom.xml,NAME,maven,1
320,False,FP,piggymetrics,services.account-mongodb.image,docker-compose.yml,sqshq/piggymetrics-mongodb,IMAGE,docker-compose,services.statistics-mongodb.image,sqshq/piggymetrics-mongodb,docker-compose.yml,IMAGE,docker-compose,2
321,False,FP,piggymetrics,project.dependencies.dependency_spring-cloud-starter-bus-amqp.groupId,notification-service/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-netflix-eureka-server.groupId,org.springframework.cloud,registry/pom.xml,NAME,maven,2
325,False,FP,piggymetrics,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.id,account-service/pom.xml,report,ID,maven,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.id,report,statistics-service/pom.xml,ID,maven,1
327,False,FP,piggymetrics,services.config.restart,docker-compose.yml,always,MODE,docker-compose,services.gateway.restart,always,docker-compose.yml,MODE,docker-compose,1
329,False,FP,piggymetrics,project.name,pom.xml,piggymetrics,NAME,maven,project.parent_piggymetrics.artifactId,piggymetrics,turbine-stream-service/pom.xml,NAME,maven,1
334,False,FP,piggymetrics,project.version,gateway/pom.xml,version:1.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,monitoring/pom.xml,VERSION_NUMBER,maven,3
336,False,FP,piggymetrics,project.modules.module,pom.xml,turbine-stream-service,NAME,maven,project.name,turbine-stream-service,turbine-stream-service/pom.xml,NAME,maven,3
337,False,FP,piggymetrics,FROM,auth-service/Dockerfile,java:8-jre,UNKNOWN,docker,FROM,java:8-jre,statistics-service/Dockerfile,UNKNOWN,docker,3
338,False,FP,piggymetrics,services.auth-service.restart,docker-compose.yml,always,MODE,docker-compose,services.turbine-stream-service.restart,always,docker-compose.yml,MODE,docker-compose,1
