dependency_category,link_str,project,option_name,option_value,option_type,option_file,option_technology,dependent_option_name,dependent_option_value,dependent_option_type,dependent_option_file,dependent_option_technology,rating,final_rating,explanation,gpt-3.5-turbo_all,gpt-3.5-turbo_without,llama3:8b_all,gpt-4o_all,gpt-4o_without,llama3:70b_all,llama3:8b_without,llama3:70b_without
value-equality,spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::packaging::::pom <-> spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::packaging::::pom,spring-boot-admin,project.packaging,pom,ConfigType.TYPE,spring-boot-admin-build/pom.xml,maven,project.packaging,pom,ConfigType.TYPE,spring-boot-admin-samples/pom.xml,maven,FALSE,False,,True,False,,False,False,False,False,False
value-equality,spring-boot-admin::::spring-boot-admin-client/pom.xml::::project::::parent_spring-boot-admin-build::::relativePath::::../spring-boot-admin-build <-> spring-boot-admin::::spring-boot-admin-docs/pom.xml::::project::::parent_spring-boot-admin-build::::relativePath::::../spring-boot-admin-build,spring-boot-admin,project.parent_spring-boot-admin-build.relativePath,../spring-boot-admin-build,ConfigType.PATH,spring-boot-admin-client/pom.xml,maven,project.parent_spring-boot-admin-build.relativePath,../spring-boot-admin-build,ConfigType.PATH,spring-boot-admin-docs/pom.xml,maven,TRUE,True,,True,True,,True,True,True,True,True
value-equality,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-clean-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-install-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.pluginManagement.plugins.plugin_maven-install-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,FALSE,False,,True,False,False,False,False,False,,False
value-equality,spring-boot-admin::::pom.xml::::project::::build::::plugins::::plugin_maven-javadoc-plugin::::configuration::::quiet::::true <-> spring-boot-admin::::pom.xml::::project::::profiles::::profile_spring-repo::::pluginRepositories::::pluginRepository_spring-snapshot::::snapshots::::enabled::::true,spring-boot-admin,project.build.plugins.plugin_maven-javadoc-plugin.configuration.quiet,TRUE,ConfigType.BOOLEAN,pom.xml,maven,project.profiles.profile_spring-repo.pluginRepositories.pluginRepository_spring-snapshot.snapshots.enabled,TRUE,ConfigType.BOOLEAN,pom.xml,maven,FALSE,False,,False,False,False,False,False,False,False,False
value-equality,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot <-> spring-boot-admin::::spring-boot-admin-server-ui/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,spring-boot-admin-server-ui/pom.xml,maven,Borderline,True,same dependency in different modules lives under same groupID,True,False,False,True,False,False,True,False
value-equality,spring-boot-admin::::spring-boot-admin-docs/pom.xml::::project::::packaging::::pom <-> spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_spring-cloud-dependencies::::type::::pom,spring-boot-admin,project.packaging,pom,ConfigType.TYPE,spring-boot-admin-docs/pom.xml,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.type,pom,ConfigType.TYPE,spring-boot-admin-samples/pom.xml,maven,FALSE,False,,True,True,,False,False,True,True,False
value-equality,spring-boot-admin::::pom.xml::::project::::build::::plugins::::plugin_maven-javadoc-plugin::::configuration::::quiet::::true <-> spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-netflix-eureka-client::::optional::::true,spring-boot-admin,project.build.plugins.plugin_maven-javadoc-plugin.configuration.quiet,TRUE,ConfigType.BOOLEAN,pom.xml,maven,project.dependencies.dependency_spring-cloud-starter-netflix-eureka-client.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-cloud/pom.xml,maven,FALSE,False,,False,False,False,False,False,False,False,False
value-equality,spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::artifactId::::spring-boot-admin-samples <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml::::project::::parent_spring-boot-admin-samples::::artifactId::::spring-boot-admin-samples,spring-boot-admin,project.artifactId,spring-boot-admin-samples,ConfigType.NAME,spring-boot-admin-samples/pom.xml,maven,project.parent_spring-boot-admin-samples.artifactId,spring-boot-admin-samples,ConfigType.NAME,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,maven,Borderline,True,parent and child artifactID have to match,False,True,False,True,True,False,True,True
value-equality,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml::::project::::parent_spring-boot-admin-samples::::relativePath::::.. <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml::::project::::parent_spring-boot-admin-samples::::relativePath::::..,spring-boot-admin,project.parent_spring-boot-admin-samples.relativePath,..,ConfigType.PATH,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,maven,project.parent_spring-boot-admin-samples.relativePath,..,ConfigType.PATH,spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml,maven,Borderline,True,location of parent pom is fpor both submodules identical,True,True,,True,True,True,True,False
value-equality,spring-boot-admin::::spring-boot-admin-client/pom.xml::::project::::dependencies::::dependency_lombok::::artifactId::::lombok <-> spring-boot-admin::::spring-boot-admin-server/pom.xml::::project::::dependencies::::dependency_lombok::::artifactId::::lombok,spring-boot-admin,project.dependencies.dependency_lombok.artifactId,lombok,ConfigType.NAME,spring-boot-admin-client/pom.xml,maven,project.dependencies.dependency_lombok.artifactId,lombok,ConfigType.NAME,spring-boot-admin-server/pom.xml,maven,Borderline,True,same dependency in different modules has same artifactID,True,True,True,False,False,False,False,False
value-equality,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml::::project::::profiles::::profile_nativeTest::::build::::plugins::::plugin_native-maven-plugin::::executions::::execution_native-test::::goals::::goal_test::::test <-> spring-boot-admin::::spring-boot-admin-server/pom.xml::::project::::dependencies::::dependency_jackson-datatype-json-org::::scope::::test,spring-boot-admin,project.profiles.profile_nativeTest.build.plugins.plugin_native-maven-plugin.executions.execution_native-test.goals.goal_test,test,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,maven,project.dependencies.dependency_jackson-datatype-json-org.scope,test,ConfigType.UNKNOWN,spring-boot-admin-server/pom.xml,maven,FALSE,False,,False,False,,False,False,False,False,False
value-equality,spring-boot-admin::::spring-boot-admin-docs/pom.xml::::project::::parent_spring-boot-admin-build::::version::::version:${revision} <-> spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::parent_spring-boot-admin-build::::version::::version:${revision},spring-boot-admin,project.parent_spring-boot-admin-build.version,version:${revision},ConfigType.VERSION_NUMBER,spring-boot-admin-docs/pom.xml,maven,project.parent_spring-boot-admin-build.version,version:${revision},ConfigType.VERSION_NUMBER,spring-boot-admin-samples/pom.xml,maven,Borderline,True,parent modules has the same version in several submodules,True,False,,True,True,True,True,True
value-equality,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml::::services::::customers::::environment::::RABBITMQ_PORT::::5672 <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml::::services::::rabbit::::ports::::in::::5672,spring-boot-admin,services.customers.environment.RABBITMQ_PORT,5672,ConfigType.PORT,spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml,docker-compose,services.rabbit.ports.in,5672,ConfigType.PORT,spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml,docker-compose,TRUE,True,,True,True,True,True,True,True,,True
value-equality,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-hazelcast/src/main/resources/application.yml::::management.endpoint.health.show-details::::ALWAYS <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application.yml::::management.endpoint.health.show-details::::ALWAYS,spring-boot-admin,management.endpoint.health.show-details,ALWAYS,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-hazelcast/src/main/resources/application.yml,spring,management.endpoint.health.show-details,ALWAYS,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application.yml,spring,Borderline,False,can be different across modules,True,True,,False,False,False,False,False
value-equality,spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_testcontainers::::scope::::test <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::scope::::test,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,test,ConfigType.UNKNOWN,spring-boot-admin-build/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,maven,FALSE,False,,True,True,,False,False,False,False,False
value-equality,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_frontend-maven-plugin::::artifactId::::frontend-maven-plugin <-> spring-boot-admin::::spring-boot-admin-server-ui/pom.xml::::project::::profiles::::profile_noNpm::::build::::plugins::::plugin_frontend-maven-plugin::::artifactId::::frontend-maven-plugin,spring-boot-admin,project.build.pluginManagement.plugins.plugin_frontend-maven-plugin.artifactId,frontend-maven-plugin,ConfigType.NAME,pom.xml,maven,project.profiles.profile_noNpm.build.plugins.plugin_frontend-maven-plugin.artifactId,frontend-maven-plugin,ConfigType.NAME,spring-boot-admin-server-ui/pom.xml,maven,TRUE,True,,False,False,,False,False,,False,True
value-equality,spring-boot-admin::::spring-boot-admin-dependencies/pom.xml::::project::::parent_spring-boot-admin::::groupId::::de.codecentric <-> spring-boot-admin::::spring-boot-admin-starter-server/pom.xml::::project::::dependencies::::dependency_spring-boot-admin-server::::groupId::::de.codecentric,spring-boot-admin,project.parent_spring-boot-admin.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-dependencies/pom.xml,maven,project.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-starter-server/pom.xml,maven,FALSE,False,,False,False,,False,False,True,False,True
value-equality,spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::build::::resources::::resource::::filtering::::true <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml::::project::::profiles::::profile_native::::build::::plugins::::plugin_native-maven-plugin::::configuration::::skipNativeTests::::true,spring-boot-admin,project.build.resources.resource.filtering,TRUE,ConfigType.BOOLEAN,spring-boot-admin-samples/pom.xml,maven,project.profiles.profile_native.build.plugins.plugin_native-maven-plugin.configuration.skipNativeTests,TRUE,ConfigType.IP_ADDRESS,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,maven,FALSE,False,,False,False,,False,False,False,False,False
value-equality,spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::parent_spring-boot-admin-dependencies::::groupId::::de.codecentric <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml::::project::::dependencies::::dependency_spring-boot-admin-starter-client::::groupId::::de.codecentric,spring-boot-admin,project.parent_spring-boot-admin-dependencies.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-build/pom.xml,maven,project.dependencies.dependency_spring-boot-admin-starter-client.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml,maven,FALSE,False,,False,True,True,False,False,True,,False
value-equality,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-consul-discovery::::groupId::::org.springframework.cloud <-> spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-kubernetes-client::::groupId::::org.springframework.cloud,spring-boot-admin,project.dependencies.dependency_spring-cloud-starter-consul-discovery.groupId,org.springframework.cloud,ConfigType.NAME,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,maven,project.dependencies.dependency_spring-cloud-starter-kubernetes-client.groupId,org.springframework.cloud,ConfigType.NAME,spring-boot-admin-server-cloud/pom.xml,maven,FALSE,False,,False,False,True,False,False,True,True,False
value-equality,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot <-> spring-boot-admin::::spring-boot-admin-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::groupId::::org.springframework.boot,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,ConfigType.NAME,spring-boot-admin-server/pom.xml,maven,FALSE,False,,False,False,,False,False,False,False,False
value-equality,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-failsafe-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::spring-boot-admin-docs/pom.xml::::project::::build::::plugins::::plugin_maven-site-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-failsafe-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.plugins.plugin_maven-site-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,spring-boot-admin-docs/pom.xml,maven,FALSE,False,,False,False,False,False,False,False,False,False
value-equality,spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::build::::resources::::resource::::filtering::::true <-> spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-boot-autoconfigure-processor::::optional::::true,spring-boot-admin,project.build.resources.resource.filtering,TRUE,ConfigType.BOOLEAN,spring-boot-admin-samples/pom.xml,maven,project.dependencies.dependency_spring-boot-autoconfigure-processor.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-cloud/pom.xml,maven,FALSE,False,,False,False,,False,False,False,,False
value-equality,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application-dev.yml::::spring.boot.admin.ui.cache-templates::::False <-> spring-boot-admin::::spring-boot-admin-server/src/test/resources/application.yml::::spring.jmx.enabled::::False,spring-boot-admin,spring.boot.admin.ui.cache-templates,FALSE,ConfigType.BOOLEAN,spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application-dev.yml,spring,spring.jmx.enabled,FALSE,ConfigType.BOOLEAN,spring-boot-admin-server/src/test/resources/application.yml,spring,FALSE,False,,False,False,,False,False,False,False,False
value-equality,spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_reactor-test::::groupId::::io.projectreactor <-> spring-boot-admin::::spring-boot-admin-server/pom.xml::::project::::dependencies::::dependency_reactor-test::::groupId::::io.projectreactor,spring-boot-admin,project.dependencies.dependency_reactor-test.groupId,io.projectreactor,ConfigType.NAME,spring-boot-admin-server-cloud/pom.xml,maven,project.dependencies.dependency_reactor-test.groupId,io.projectreactor,ConfigType.NAME,spring-boot-admin-server/pom.xml,maven,Borderline,True,same dependency in different modules has same artifactID,True,True,True,True,True,True,True,False
value-equality,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::scope::::test <-> spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-security::::scope::::test,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-test.scope,test,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-security.scope,test,ConfigType.UNKNOWN,spring-boot-admin-server-cloud/pom.xml,maven,FALSE,False,,False,False,,False,False,False,False,False
value-equality,spring-boot-admin::::pom.xml::::project::::build::::plugins::::plugin_maven-enforcer-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-war-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.plugins.plugin_maven-enforcer-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.pluginManagement.plugins.plugin_maven-war-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,spring-boot-admin-samples/pom.xml,maven,FALSE,False,,True,False,,False,False,False,,False
value-equality,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-javadoc-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::pom.xml::::project::::build::::plugins::::plugin_maven-enforcer-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-javadoc-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.plugins.plugin_maven-enforcer-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,FALSE,False,,False,False,True,False,False,False,True,False
value-equality,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml::::project::::profiles::::profile_native::::build::::plugins::::plugin_spring-boot-maven-plugin::::executions::::execution::::goals::::goal_repackage::::repackage <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::executions::::execution::::goals::::goal_repackage::::repackage,spring-boot-admin,project.profiles.profile_native.build.plugins.plugin_spring-boot-maven-plugin.executions.execution.goals.goal_repackage,repackage,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,maven,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution.goals.goal_repackage,repackage,ConfigType.UNKNOWN,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,maven,FALSE,False,,True,False,,False,False,False,True,False
value-equality,spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_testcontainers::::scope::::test <-> spring-boot-admin::::spring-boot-admin-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-security::::scope::::test,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,test,ConfigType.UNKNOWN,spring-boot-admin-build/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-security.scope,test,ConfigType.UNKNOWN,spring-boot-admin-server/pom.xml,maven,FALSE,False,,True,False,,False,False,False,False,False
value-equality,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-gpg-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::build::::plugins::::plugin_maven-jar-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-gpg-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.plugins.plugin_maven-jar-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,spring-boot-admin-build/pom.xml,maven,FALSE,False,,True,False,,False,False,False,True,False
