dependency_category,link_str,project,option_name,option_value,option_type,option_file,option_technology,dependent_option_name,dependent_option_value,dependent_option_type,dependent_option_file,dependent_option_technology
value-equality,piggymetrics::::pom.xml::::project::::modules::::module::::turbine-stream-service <-> piggymetrics::::turbine-stream-service/pom.xml::::project::::artifactId::::turbine-stream-service,piggymetrics,project.modules.module,turbine-stream-service,ConfigType.NAME,pom.xml,maven,project.artifactId,turbine-stream-service,ConfigType.NAME,turbine-stream-service/pom.xml,maven
value-equality,piggymetrics::::monitoring/Dockerfile::::CMD::::param0::::java <-> piggymetrics::::notification-service/Dockerfile::::CMD::::param0::::java,piggymetrics,CMD.param0,java,ConfigType.UNKNOWN,monitoring/Dockerfile,docker,CMD.param0,java,ConfigType.UNKNOWN,notification-service/Dockerfile,docker
value-equality,piggymetrics::::docker-compose.dev.yml::::services::::rabbitmq::::ports::::in::::5672 <-> piggymetrics::::docker-compose.dev.yml::::services::::rabbitmq::::ports::::out::::5672,piggymetrics,services.rabbitmq.ports.in,5672,ConfigType.PORT,docker-compose.dev.yml,docker-compose,services.rabbitmq.ports.out,5672,ConfigType.PORT,docker-compose.dev.yml,docker-compose
value-equality,piggymetrics::::monitoring/Dockerfile::::FROM::::java:8-jre <-> piggymetrics::::statistics-service/Dockerfile::::FROM::::java:8-jre,piggymetrics,FROM,java:8-jre,ConfigType.UNKNOWN,monitoring/Dockerfile,docker,FROM,java:8-jre,ConfigType.UNKNOWN,statistics-service/Dockerfile,docker
value-equality,piggymetrics::::auth-service/src/test/resources/application.yml::::spring.data.mongodb.database::::piggymetrics <-> piggymetrics::::notification-service/pom.xml::::project::::parent_piggymetrics::::artifactId::::piggymetrics,piggymetrics,spring.data.mongodb.database,piggymetrics,ConfigType.NAME,auth-service/src/test/resources/application.yml,spring,project.parent_piggymetrics.artifactId,piggymetrics,ConfigType.NAME,notification-service/pom.xml,maven
value-equality,piggymetrics::::docker-compose.yml::::services::::account-mongodb::::image::::sqshq/piggymetrics-mongodb <-> piggymetrics::::docker-compose.yml::::services::::statistics-mongodb::::image::::sqshq/piggymetrics-mongodb,piggymetrics,services.account-mongodb.image,sqshq/piggymetrics-mongodb,ConfigType.IMAGE,docker-compose.yml,docker-compose,services.statistics-mongodb.image,sqshq/piggymetrics-mongodb,ConfigType.IMAGE,docker-compose.yml,docker-compose
,piggymetrics::::notification-service/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-bus-amqp::::groupId::::org.springframework.cloud <-> piggymetrics::::registry/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-netflix-eureka-server::::groupId::::org.springframework.cloud,,,,,,,,,,,
value-equality,piggymetrics::::config/pom.xml::::project::::parent_piggymetrics::::version::::version:1.0-SNAPSHOT <-> piggymetrics::::notification-service/pom.xml::::project::::parent_piggymetrics::::version::::version:1.0-SNAPSHOT,piggymetrics,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,config/pom.xml,maven,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,notification-service/pom.xml,maven
value-equality,piggymetrics::::monitoring/pom.xml::::project::::packaging::::jar <-> piggymetrics::::notification-service/pom.xml::::project::::packaging::::jar,piggymetrics,project.packaging,jar,ConfigType.TYPE,monitoring/pom.xml,maven,project.packaging,jar,ConfigType.TYPE,notification-service/pom.xml,maven
value-equality,piggymetrics::::statistics-service/pom.xml::::project::::dependencies::::dependency_json-path::::scope::::test <-> piggymetrics::::statistics-service/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::scope::::test,piggymetrics,project.dependencies.dependency_json-path.scope,test,ConfigType.UNKNOWN,statistics-service/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,ConfigType.UNKNOWN,statistics-service/pom.xml,maven
value-equality,piggymetrics::::account-service/pom.xml::::project::::build::::plugins::::plugin_jacoco-maven-plugin::::executions::::execution_report::::id::::report <-> piggymetrics::::statistics-service/pom.xml::::project::::build::::plugins::::plugin_jacoco-maven-plugin::::executions::::execution_report::::id::::report,piggymetrics,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.id,report,ConfigType.ID,account-service/pom.xml,maven,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.id,report,ConfigType.ID,statistics-service/pom.xml,maven
value-equality,piggymetrics::::docker-compose.yml::::services::::registry::::ports::::out::::8761 <-> piggymetrics::::registry/Dockerfile::::EXPOSE::::8761,piggymetrics,services.registry.ports.out,8761,ConfigType.PORT,docker-compose.yml,docker-compose,EXPOSE,8761,ConfigType.PORT,registry/Dockerfile,docker
value-equality,piggymetrics::::docker-compose.yml::::services::::config::::restart::::always <-> piggymetrics::::docker-compose.yml::::services::::gateway::::restart::::always,piggymetrics,services.config.restart,always,ConfigType.MODE,docker-compose.yml,docker-compose,services.gateway.restart,always,ConfigType.MODE,docker-compose.yml,docker-compose
value-equality,piggymetrics::::notification-service/src/test/resources/application.yml::::spring.mail.username::::test <-> piggymetrics::::registry/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::scope::::test,piggymetrics,spring.mail.username,test,ConfigType.USERNAME,notification-service/src/test/resources/application.yml,spring,project.dependencies.dependency_spring-boot-starter-test.scope,test,ConfigType.UNKNOWN,registry/pom.xml,maven
value-equality,piggymetrics::::pom.xml::::project::::name::::piggymetrics <-> piggymetrics::::turbine-stream-service/pom.xml::::project::::parent_piggymetrics::::artifactId::::piggymetrics,piggymetrics,project.name,piggymetrics,ConfigType.NAME,pom.xml,maven,project.parent_piggymetrics.artifactId,piggymetrics,ConfigType.NAME,turbine-stream-service/pom.xml,maven
value-equality,piggymetrics::::docker-compose.yml::::services::::account-service::::logging::::options::::max-file::::10 <-> piggymetrics::::docker-compose.yml::::services::::monitoring::::logging::::options::::max-file::::10,piggymetrics,services.account-service.logging.options.max-file,10,ConfigType.NAME,docker-compose.yml,docker-compose,services.monitoring.logging.options.max-file,10,ConfigType.NUMBER,docker-compose.yml,docker-compose
value-equality,piggymetrics::::docker-compose.yml::::services::::config::::environment::::CONFIG_SERVICE_PASSWORD::::$CONFIG_SERVICE_PASSWORD <-> piggymetrics::::docker-compose.yml::::services::::gateway::::environment::::CONFIG_SERVICE_PASSWORD::::$CONFIG_SERVICE_PASSWORD,piggymetrics,services.config.environment.CONFIG_SERVICE_PASSWORD,$CONFIG_SERVICE_PASSWORD,ConfigType.PASSWORD,docker-compose.yml,docker-compose,services.gateway.environment.CONFIG_SERVICE_PASSWORD,$CONFIG_SERVICE_PASSWORD,ConfigType.PASSWORD,docker-compose.yml,docker-compose
value-equality,piggymetrics::::account-service/src/test/resources/application.yml::::spring.data.mongodb.database::::piggymetrics <-> piggymetrics::::auth-service/pom.xml::::project::::parent_piggymetrics::::artifactId::::piggymetrics,piggymetrics,spring.data.mongodb.database,piggymetrics,ConfigType.NAME,account-service/src/test/resources/application.yml,spring,project.parent_piggymetrics.artifactId,piggymetrics,ConfigType.NAME,auth-service/pom.xml,maven
value-equality,piggymetrics::::registry/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::configuration::::finalName::::${project.name} <-> piggymetrics::::turbine-stream-service/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::configuration::::finalName::::${project.name},piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,${project.name},ConfigType.NAME,registry/pom.xml,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,${project.name},ConfigType.NAME,turbine-stream-service/pom.xml,maven
value-equality,piggymetrics::::gateway/pom.xml::::project::::version::::version:1.0-SNAPSHOT <-> piggymetrics::::monitoring/pom.xml::::project::::parent_piggymetrics::::version::::version:1.0-SNAPSHOT,piggymetrics,project.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,gateway/pom.xml,maven,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,monitoring/pom.xml,maven
value-equality,piggymetrics::::monitoring/pom.xml::::project::::parent_piggymetrics::::artifactId::::piggymetrics <-> piggymetrics::::pom.xml::::project::::name::::piggymetrics,piggymetrics,project.parent_piggymetrics.artifactId,piggymetrics,ConfigType.NAME,monitoring/pom.xml,maven,project.name,piggymetrics,ConfigType.NAME,pom.xml,maven
value-equality,piggymetrics::::pom.xml::::project::::modules::::module::::turbine-stream-service <-> piggymetrics::::turbine-stream-service/pom.xml::::project::::name::::turbine-stream-service,piggymetrics,project.modules.module,turbine-stream-service,ConfigType.NAME,pom.xml,maven,project.name,turbine-stream-service,ConfigType.NAME,turbine-stream-service/pom.xml,maven
value-equality,piggymetrics::::auth-service/Dockerfile::::FROM::::java:8-jre <-> piggymetrics::::statistics-service/Dockerfile::::FROM::::java:8-jre,piggymetrics,FROM,java:8-jre,ConfigType.UNKNOWN,auth-service/Dockerfile,docker,FROM,java:8-jre,ConfigType.UNKNOWN,statistics-service/Dockerfile,docker
value-equality,piggymetrics::::docker-compose.yml::::services::::auth-service::::restart::::always <-> piggymetrics::::docker-compose.yml::::services::::turbine-stream-service::::restart::::always,piggymetrics,services.auth-service.restart,always,ConfigType.MODE,docker-compose.yml,docker-compose,services.turbine-stream-service.restart,always,ConfigType.MODE,docker-compose.yml,docker-compose
value-equality,piggymetrics::::docker-compose.yml::::services::::account-service::::environment::::CONFIG_SERVICE_PASSWORD::::$CONFIG_SERVICE_PASSWORD <-> piggymetrics::::docker-compose.yml::::services::::auth-service::::environment::::CONFIG_SERVICE_PASSWORD::::$CONFIG_SERVICE_PASSWORD,piggymetrics,services.account-service.environment.CONFIG_SERVICE_PASSWORD,$CONFIG_SERVICE_PASSWORD,ConfigType.PASSWORD,docker-compose.yml,docker-compose,services.auth-service.environment.CONFIG_SERVICE_PASSWORD,$CONFIG_SERVICE_PASSWORD,ConfigType.PASSWORD,docker-compose.yml,docker-compose
value-equality,piggymetrics::::config/pom.xml::::project::::parent_piggymetrics::::groupId::::com.piggymetrics <-> piggymetrics::::notification-service/pom.xml::::project::::parent_piggymetrics::::groupId::::com.piggymetrics,piggymetrics,project.parent_piggymetrics.groupId,com.piggymetrics,ConfigType.NAME,config/pom.xml,maven,project.parent_piggymetrics.groupId,com.piggymetrics,ConfigType.NAME,notification-service/pom.xml,maven
value-equality,piggymetrics::::monitoring/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> piggymetrics::::turbine-stream-service/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,piggymetrics,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,monitoring/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,turbine-stream-service/pom.xml,maven
value-equality,piggymetrics::::docker-compose.dev.yml::::version::::version:2.1 <-> piggymetrics::::docker-compose.yml::::version::::version:2.1,piggymetrics,version,version:2.1,ConfigType.VERSION_NUMBER,docker-compose.dev.yml,docker-compose,version,version:2.1,ConfigType.VERSION_NUMBER,docker-compose.yml,docker-compose
value-equality,piggymetrics::::auth-service/pom.xml::::project::::artifactId::::auth-service <-> piggymetrics::::auth-service/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::configuration::::finalName::::auth-service,piggymetrics,project.artifactId,auth-service,ConfigType.NAME,auth-service/pom.xml,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.finalName,auth-service,ConfigType.NAME,auth-service/pom.xml,maven
value-equality,piggymetrics::::account-service/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-data-mongodb::::groupId::::org.springframework.boot <-> piggymetrics::::notification-service/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot,piggymetrics,project.dependencies.dependency_spring-boot-starter-data-mongodb.groupId,org.springframework.boot,ConfigType.NAME,account-service/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,notification-service/pom.xml,maven
value-equality,piggymetrics::::account-service/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-openfeign::::groupId::::org.springframework.cloud <-> piggymetrics::::statistics-service/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-openfeign::::groupId::::org.springframework.cloud,piggymetrics,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,org.springframework.cloud,ConfigType.NAME,account-service/pom.xml,maven,project.dependencies.dependency_spring-cloud-starter-openfeign.groupId,org.springframework.cloud,ConfigType.NAME,statistics-service/pom.xml,maven
value-equality,piggymetrics::::registry/pom.xml::::project::::parent_piggymetrics::::artifactId::::piggymetrics <-> piggymetrics::::statistics-service/pom.xml::::project::::parent_piggymetrics::::artifactId::::piggymetrics,piggymetrics,project.parent_piggymetrics.artifactId,piggymetrics,ConfigType.NAME,registry/pom.xml,maven,project.parent_piggymetrics.artifactId,piggymetrics,ConfigType.NAME,statistics-service/pom.xml,maven
value-equality,piggymetrics::::auth-service/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot <-> piggymetrics::::statistics-service/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-actuator::::groupId::::org.springframework.boot,piggymetrics,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,auth-service/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-actuator.groupId,org.springframework.boot,ConfigType.NAME,statistics-service/pom.xml,maven
value-equality,piggymetrics::::account-service/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::scope::::test <-> piggymetrics::::notification-service/pom.xml::::project::::dependencies::::dependency_json-path::::scope::::test,piggymetrics,project.dependencies.dependency_spring-boot-starter-test.scope,test,ConfigType.UNKNOWN,account-service/pom.xml,maven,project.dependencies.dependency_json-path.scope,test,ConfigType.UNKNOWN,notification-service/pom.xml,maven
value-equality,piggymetrics::::auth-service/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::groupId::::org.springframework.boot <-> piggymetrics::::auth-service/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::groupId::::org.springframework.boot,piggymetrics,project.build.plugins.plugin_spring-boot-maven-plugin.groupId,org.springframework.boot,ConfigType.NAME,auth-service/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,ConfigType.NAME,auth-service/pom.xml,maven
